# Master table of all planetary tags
27	Tag:\t{planetary-tag.forbidden-tech[tag]}\n\nDescription:\t{planetary-tag.forbidden-tech[description]}\n\nEnemies:\t{planetary-tag.forbidden-tech[enemies]}\n\nFriends:\t{planetary-tag.forbidden-tech[friends]}\n\nComplications:\t{planetary-tag.forbidden-tech[complications]}\n\nThings:\t{planetary-tag.forbidden-tech[things]}\n\nPlaces:\t{planetary-tag.forbidden-tech[places]}
28	Tag:\t{planetary-tag.former-warriors[tag]}\n\nDescription:\t{planetary-tag.former-warriors[description]}\n\nEnemies:\t{planetary-tag.former-warriors[enemies]}\n\nFriends:\t{planetary-tag.former-warriors[friends]}\n\nComplications:\t{planetary-tag.former-warriors[complications]}\n\nThings:\t{planetary-tag.former-warriors[things]}\n\nPlaces:\t{planetary-tag.former-warriors[places]}
29	Tag:\t{planetary-tag.freak-geology[tag]}\n\nDescription:\t{planetary-tag.freak-geology[description]}\n\nEnemies:\t{planetary-tag.freak-geology[enemies]}\n\nFriends:\t{planetary-tag.freak-geology[friends]}\n\nComplications:\t{planetary-tag.freak-geology[complications]}\n\nThings:\t{planetary-tag.freak-geology[things]}\n\nPlaces:\t{planetary-tag.freak-geology[places]}
30	Tag:\t{planetary-tag.freak-weather[tag]}\n\nDescription:\t{planetary-tag.freak-weather[description]}\n\nEnemies:\t{planetary-tag.freak-weather[enemies]}\n\nFriends:\t{planetary-tag.freak-weather[friends]}\n\nComplications:\t{planetary-tag.freak-weather[complications]}\n\nThings:\t{planetary-tag.freak-weather[things]}\n\nPlaces:\t{planetary-tag.freak-weather[places]}
31	Tag:\t{planetary-tag.friendly-foe[tag]}\n\nDescription:\t{planetary-tag.friendly-foe[description]}\n\nEnemies:\t{planetary-tag.friendly-foe[enemies]}\n\nFriends:\t{planetary-tag.friendly-foe[friends]}\n\nComplications:\t{planetary-tag.friendly-foe[complications]}\n\nThings:\t{planetary-tag.friendly-foe[things]}\n\nPlaces:\t{planetary-tag.friendly-foe[places]}
32	Tag:\t{planetary-tag.gold-rush[tag]}\n\nDescription:\t{planetary-tag.gold-rush[description]}\n\nEnemies:\t{planetary-tag.gold-rush[enemies]}\n\nFriends:\t{planetary-tag.gold-rush[friends]}\n\nComplications:\t{planetary-tag.gold-rush[complications]}\n\nThings:\t{planetary-tag.gold-rush[things]}\n\nPlaces:\t{planetary-tag.gold-rush[places]}
33	Tag:\t{planetary-tag.great-work[tag]}\n\nDescription:\t{planetary-tag.great-work[description]}\n\nEnemies:\t{planetary-tag.great-work[enemies]}\n\nFriends:\t{planetary-tag.great-work[friends]}\n\nComplications:\t{planetary-tag.great-work[complications]}\n\nThings:\t{planetary-tag.great-work[things]}\n\nPlaces:\t{planetary-tag.great-work[places]}
34	Tag:\t{planetary-tag.hatred[tag]}\n\nDescription:\t{planetary-tag.hatred[description]}\n\nEnemies:\t{planetary-tag.hatred[enemies]}\n\nFriends:\t{planetary-tag.hatred[friends]}\n\nComplications:\t{planetary-tag.hatred[complications]}\n\nThings:\t{planetary-tag.hatred[things]}\n\nPlaces:\t{planetary-tag.hatred[places]}
35	Tag:\t{planetary-tag.heavy-industry[tag]}\n\nDescription:\t{planetary-tag.heavy-industry[description]}\n\nEnemies:\t{planetary-tag.heavy-industry[enemies]}\n\nFriends:\t{planetary-tag.heavy-industry[friends]}\n\nComplications:\t{planetary-tag.heavy-industry[complications]}\n\nThings:\t{planetary-tag.heavy-industry[things]}\n\nPlaces:\t{planetary-tag.heavy-industry[places]}
36	Tag:\t{planetary-tag.heavy-mining[tag]}\n\nDescription:\t{planetary-tag.heavy-mining[description]}\n\nEnemies:\t{planetary-tag.heavy-mining[enemies]}\n\nFriends:\t{planetary-tag.heavy-mining[friends]}\n\nComplications:\t{planetary-tag.heavy-mining[complications]}\n\nThings:\t{planetary-tag.heavy-mining[things]}\n\nPlaces:\t{planetary-tag.heavy-mining[places]}
37	Tag:\t{planetary-tag.hivemind[tag]}\n\nDescription:\t{planetary-tag.hivemind[description]}\n\nEnemies:\t{planetary-tag.hivemind[enemies]}\n\nFriends:\t{planetary-tag.hivemind[friends]}\n\nComplications:\t{planetary-tag.hivemind[complications]}\n\nThings:\t{planetary-tag.hivemind[things]}\n\nPlaces:\t{planetary-tag.hivemind[places]}
38	Tag:\t{planetary-tag.holy-war[tag]}\n\nDescription:\t{planetary-tag.holy-war[description]}\n\nEnemies:\t{planetary-tag.holy-war[enemies]}\n\nFriends:\t{planetary-tag.holy-war[friends]}\n\nComplications:\t{planetary-tag.holy-war[complications]}\n\nThings:\t{planetary-tag.holy-war[things]}\n\nPlaces:\t{planetary-tag.holy-war[places]}
39	Tag:\t{planetary-tag.hostile-biosphere[tag]}\n\nDescription:\t{planetary-tag.hostile-biosphere[description]}\n\nEnemies:\t{planetary-tag.hostile-biosphere[enemies]}\n\nFriends:\t{planetary-tag.hostile-biosphere[friends]}\n\nComplications:\t{planetary-tag.hostile-biosphere[complications]}\n\nThings:\t{planetary-tag.hostile-biosphere[things]}\n\nPlaces:\t{planetary-tag.hostile-biosphere[places]}
40	Tag:\t{planetary-tag.hostile-space[tag]}\n\nDescription:\t{planetary-tag.hostile-space[description]}\n\nEnemies:\t{planetary-tag.hostile-space[enemies]}\n\nFriends:\t{planetary-tag.hostile-space[friends]}\n\nComplications:\t{planetary-tag.hostile-space[complications]}\n\nThings:\t{planetary-tag.hostile-space[things]}\n\nPlaces:\t{planetary-tag.hostile-space[places]}
41	Tag:\t{planetary-tag.immortals[tag]}\n\nDescription:\t{planetary-tag.immortals[description]}\n\nEnemies:\t{planetary-tag.immortals[enemies]}\n\nFriends:\t{planetary-tag.immortals[friends]}\n\nComplications:\t{planetary-tag.immortals[complications]}\n\nThings:\t{planetary-tag.immortals[things]}\n\nPlaces:\t{planetary-tag.immortals[places]}
42	Tag:\t{planetary-tag.local-specialty[tag]}\n\nDescription:\t{planetary-tag.local-specialty[description]}\n\nEnemies:\t{planetary-tag.local-specialty[enemies]}\n\nFriends:\t{planetary-tag.local-specialty[friends]}\n\nComplications:\t{planetary-tag.local-specialty[complications]}\n\nThings:\t{planetary-tag.local-specialty[things]}\n\nPlaces:\t{planetary-tag.local-specialty[places]}
43	Tag:\t{planetary-tag.local-tech[tag]}\n\nDescription:\t{planetary-tag.local-tech[description]}\n\nEnemies:\t{planetary-tag.local-tech[enemies]}\n\nFriends:\t{planetary-tag.local-tech[friends]}\n\nComplications:\t{planetary-tag.local-tech[complications]}\n\nThings:\t{planetary-tag.local-tech[things]}\n\nPlaces:\t{planetary-tag.local-tech[places]}
44	Tag:\t{planetary-tag.major-spaceyard[tag]}\n\nDescription:\t{planetary-tag.major-spaceyard[description]}\n\nEnemies:\t{planetary-tag.major-spaceyard[enemies]}\n\nFriends:\t{planetary-tag.major-spaceyard[friends]}\n\nComplications:\t{planetary-tag.major-spaceyard[complications]}\n\nThings:\t{planetary-tag.major-spaceyard[things]}\n\nPlaces:\t{planetary-tag.major-spaceyard[places]}
45	Tag:\t{planetary-tag.mandarinate[tag]}\n\nDescription:\t{planetary-tag.mandarinate[description]}\n\nEnemies:\t{planetary-tag.mandarinate[enemies]}\n\nFriends:\t{planetary-tag.mandarinate[friends]}\n\nComplications:\t{planetary-tag.mandarinate[complications]}\n\nThings:\t{planetary-tag.mandarinate[things]}\n\nPlaces:\t{planetary-tag.mandarinate[places]}
46	Tag:\t{planetary-tag.mandate-base[tag]}\n\nDescription:\t{planetary-tag.mandate-base[description]}\n\nEnemies:\t{planetary-tag.mandate-base[enemies]}\n\nFriends:\t{planetary-tag.mandate-base[friends]}\n\nComplications:\t{planetary-tag.mandate-base[complications]}\n\nThings:\t{planetary-tag.mandate-base[things]}\n\nPlaces:\t{planetary-tag.mandate-base[places]}
47	Tag:\t{planetary-tag.maneaters[tag]}\n\nDescription:\t{planetary-tag.maneaters[description]}\n\nEnemies:\t{planetary-tag.maneaters[enemies]}\n\nFriends:\t{planetary-tag.maneaters[friends]}\n\nComplications:\t{planetary-tag.maneaters[complications]}\n\nThings:\t{planetary-tag.maneaters[things]}\n\nPlaces:\t{planetary-tag.maneaters[places]}
48	Tag:\t{planetary-tag.megacorps[tag]}\n\nDescription:\t{planetary-tag.megacorps[description]}\n\nEnemies:\t{planetary-tag.megacorps[enemies]}\n\nFriends:\t{planetary-tag.megacorps[friends]}\n\nComplications:\t{planetary-tag.megacorps[complications]}\n\nThings:\t{planetary-tag.megacorps[things]}\n\nPlaces:\t{planetary-tag.megacorps[places]}
49	Tag:\t{planetary-tag.mercenaries[tag]}\n\nDescription:\t{planetary-tag.mercenaries[description]}\n\nEnemies:\t{planetary-tag.mercenaries[enemies]}\n\nFriends:\t{planetary-tag.mercenaries[friends]}\n\nComplications:\t{planetary-tag.mercenaries[complications]}\n\nThings:\t{planetary-tag.mercenaries[things]}\n\nPlaces:\t{planetary-tag.mercenaries[places]}
50	Tag:\t{planetary-tag.minimal-contact[tag]}\n\nDescription:\t{planetary-tag.minimal-contact[description]}\n\nEnemies:\t{planetary-tag.minimal-contact[enemies]}\n\nFriends:\t{planetary-tag.minimal-contact[friends]}\n\nComplications:\t{planetary-tag.minimal-contact[complications]}\n\nThings:\t{planetary-tag.minimal-contact[things]}\n\nPlaces:\t{planetary-tag.minimal-contact[places]}
51	Tag:\t{planetary-tag.misandry-misogyny[tag]}\n\nDescription:\t{planetary-tag.misandry-misogyny[description]}\n\nEnemies:\t{planetary-tag.misandry-misogyny[enemies]}\n\nFriends:\t{planetary-tag.misandry-misogyny[friends]}\n\nComplications:\t{planetary-tag.misandry-misogyny[complications]}\n\nThings:\t{planetary-tag.misandry-misogyny[things]}\n\nPlaces:\t{planetary-tag.misandry-misogyny[places]}
52	Tag:\t{planetary-tag.night-world[tag]}\n\nDescription:\t{planetary-tag.night-world[description]}\n\nEnemies:\t{planetary-tag.night-world[enemies]}\n\nFriends:\t{planetary-tag.night-world[friends]}\n\nComplications:\t{planetary-tag.night-world[complications]}\n\nThings:\t{planetary-tag.night-world[things]}\n\nPlaces:\t{planetary-tag.night-world[places]}
53	Tag:\t{planetary-tag.nomads[tag]}\n\nDescription:\t{planetary-tag.nomads[description]}\n\nEnemies:\t{planetary-tag.nomads[enemies]}\n\nFriends:\t{planetary-tag.nomads[friends]}\n\nComplications:\t{planetary-tag.nomads[complications]}\n\nThings:\t{planetary-tag.nomads[things]}\n\nPlaces:\t{planetary-tag.nomads[places]}
54	Tag:\t{planetary-tag.oceanic-world[tag]}\n\nDescription:\t{planetary-tag.oceanic-world[description]}\n\nEnemies:\t{planetary-tag.oceanic-world[enemies]}\n\nFriends:\t{planetary-tag.oceanic-world[friends]}\n\nComplications:\t{planetary-tag.oceanic-world[complications]}\n\nThings:\t{planetary-tag.oceanic-world[things]}\n\nPlaces:\t{planetary-tag.oceanic-world[places]}
55	Tag:\t{planetary-tag.out-of-contact[tag]}\n\nDescription:\t{planetary-tag.out-of-contact[description]}\n\nEnemies:\t{planetary-tag.out-of-contact[enemies]}\n\nFriends:\t{planetary-tag.out-of-contact[friends]}\n\nComplications:\t{planetary-tag.out-of-contact[complications]}\n\nThings:\t{planetary-tag.out-of-contact[things]}\n\nPlaces:\t{planetary-tag.out-of-contact[places]}
56	Tag:\t{planetary-tag.outpost-world[tag]}\n\nDescription:\t{planetary-tag.outpost-world[description]}\n\nEnemies:\t{planetary-tag.outpost-world[enemies]}\n\nFriends:\t{planetary-tag.outpost-world[friends]}\n\nComplications:\t{planetary-tag.outpost-world[complications]}\n\nThings:\t{planetary-tag.outpost-world[things]}\n\nPlaces:\t{planetary-tag.outpost-world[places]}
57	Tag:\t{planetary-tag.perimeter-agency[tag]}\n\nDescription:\t{planetary-tag.perimeter-agency[description]}\n\nEnemies:\t{planetary-tag.perimeter-agency[enemies]}\n\nFriends:\t{planetary-tag.perimeter-agency[friends]}\n\nComplications:\t{planetary-tag.perimeter-agency[complications]}\n\nThings:\t{planetary-tag.perimeter-agency[things]}\n\nPlaces:\t{planetary-tag.perimeter-agency[places]}
58	Tag:\t{planetary-tag.pilgrimage-site[tag]}\n\nDescription:\t{planetary-tag.pilgrimage-site[description]}\n\nEnemies:\t{planetary-tag.pilgrimage-site[enemies]}\n\nFriends:\t{planetary-tag.pilgrimage-site[friends]}\n\nComplications:\t{planetary-tag.pilgrimage-site[complications]}\n\nThings:\t{planetary-tag.pilgrimage-site[things]}\n\nPlaces:\t{planetary-tag.pilgrimage-site[places]}
59	Tag:\t{planetary-tag.pleasure-world[tag]}\n\nDescription:\t{planetary-tag.pleasure-world[description]}\n\nEnemies:\t{planetary-tag.pleasure-world[enemies]}\n\nFriends:\t{planetary-tag.pleasure-world[friends]}\n\nComplications:\t{planetary-tag.pleasure-world[complications]}\n\nThings:\t{planetary-tag.pleasure-world[things]}\n\nPlaces:\t{planetary-tag.pleasure-world[places]}
60	Tag:\t{planetary-tag.police-state[tag]}\n\nDescription:\t{planetary-tag.police-state[description]}\n\nEnemies:\t{planetary-tag.police-state[enemies]}\n\nFriends:\t{planetary-tag.police-state[friends]}\n\nComplications:\t{planetary-tag.police-state[complications]}\n\nThings:\t{planetary-tag.police-state[things]}\n\nPlaces:\t{planetary-tag.police-state[places]}
61	Tag:\t{planetary-tag.post-scarcity[tag]}\n\nDescription:\t{planetary-tag.post-scarcity[description]}\n\nEnemies:\t{planetary-tag.post-scarcity[enemies]}\n\nFriends:\t{planetary-tag.post-scarcity[friends]}\n\nComplications:\t{planetary-tag.post-scarcity[complications]}\n\nThings:\t{planetary-tag.post-scarcity[things]}\n\nPlaces:\t{planetary-tag.post-scarcity[places]}
62	Tag:\t{planetary-tag.preceptor-archive[tag]}\n\nDescription:\t{planetary-tag.preceptor-archive[description]}\n\nEnemies:\t{planetary-tag.preceptor-archive[enemies]}\n\nFriends:\t{planetary-tag.preceptor-archive[friends]}\n\nComplications:\t{planetary-tag.preceptor-archive[complications]}\n\nThings:\t{planetary-tag.preceptor-archive[things]}\n\nPlaces:\t{planetary-tag.preceptor-archive[places]}
63	Tag:\t{planetary-tag.pretech-cultists[tag]}\n\nDescription:\t{planetary-tag.pretech-cultists[description]}\n\nEnemies:\t{planetary-tag.pretech-cultists[enemies]}\n\nFriends:\t{planetary-tag.pretech-cultists[friends]}\n\nComplications:\t{planetary-tag.pretech-cultists[complications]}\n\nThings:\t{planetary-tag.pretech-cultists[things]}\n\nPlaces:\t{planetary-tag.pretech-cultists[places]}
64	Tag:\t{planetary-tag.primitive-aliens[tag]}\n\nDescription:\t{planetary-tag.primitive-aliens[description]}\n\nEnemies:\t{planetary-tag.primitive-aliens[enemies]}\n\nFriends:\t{planetary-tag.primitive-aliens[friends]}\n\nComplications:\t{planetary-tag.primitive-aliens[complications]}\n\nThings:\t{planetary-tag.primitive-aliens[things]}\n\nPlaces:\t{planetary-tag.primitive-aliens[places]}
65	Tag:\t{planetary-tag.prison-planet[tag]}\n\nDescription:\t{planetary-tag.prison-planet[description]}\n\nEnemies:\t{planetary-tag.prison-planet[enemies]}\n\nFriends:\t{planetary-tag.prison-planet[friends]}\n\nComplications:\t{planetary-tag.prison-planet[complications]}\n\nThings:\t{planetary-tag.prison-planet[things]}\n\nPlaces:\t{planetary-tag.prison-planet[places]}
66	Tag:\t{planetary-tag.psionics-academy[tag]}\n\nDescription:\t{planetary-tag.psionics-academy[description]}\n\nEnemies:\t{planetary-tag.psionics-academy[enemies]}\n\nFriends:\t{planetary-tag.psionics-academy[friends]}\n\nComplications:\t{planetary-tag.psionics-academy[complications]}\n\nThings:\t{planetary-tag.psionics-academy[things]}\n\nPlaces:\t{planetary-tag.psionics-academy[places]}
67	Tag:\t{planetary-tag.psionics-fear[tag]}\n\nDescription:\t{planetary-tag.psionics-fear[description]}\n\nEnemies:\t{planetary-tag.psionics-fear[enemies]}\n\nFriends:\t{planetary-tag.psionics-fear[friends]}\n\nComplications:\t{planetary-tag.psionics-fear[complications]}\n\nThings:\t{planetary-tag.psionics-fear[things]}\n\nPlaces:\t{planetary-tag.psionics-fear[places]}
68	Tag:\t{planetary-tag.psionics-worship[tag]}\n\nDescription:\t{planetary-tag.psionics-worship[description]}\n\nEnemies:\t{planetary-tag.psionics-worship[enemies]}\n\nFriends:\t{planetary-tag.psionics-worship[friends]}\n\nComplications:\t{planetary-tag.psionics-worship[complications]}\n\nThings:\t{planetary-tag.psionics-worship[things]}\n\nPlaces:\t{planetary-tag.psionics-worship[places]}
69	Tag:\t{planetary-tag.quarantined-world[tag]}\n\nDescription:\t{planetary-tag.quarantined-world[description]}\n\nEnemies:\t{planetary-tag.quarantined-world[enemies]}\n\nFriends:\t{planetary-tag.quarantined-world[friends]}\n\nComplications:\t{planetary-tag.quarantined-world[complications]}\n\nThings:\t{planetary-tag.quarantined-world[things]}\n\nPlaces:\t{planetary-tag.quarantined-world[places]}
70	Tag:\t{planetary-tag.radioactive-world[tag]}\n\nDescription:\t{planetary-tag.radioactive-world[description]}\n\nEnemies:\t{planetary-tag.radioactive-world[enemies]}\n\nFriends:\t{planetary-tag.radioactive-world[friends]}\n\nComplications:\t{planetary-tag.radioactive-world[complications]}\n\nThings:\t{planetary-tag.radioactive-world[things]}\n\nPlaces:\t{planetary-tag.radioactive-world[places]}
71	Tag:\t{planetary-tag.refugees[tag]}\n\nDescription:\t{planetary-tag.refugees[description]}\n\nEnemies:\t{planetary-tag.refugees[enemies]}\n\nFriends:\t{planetary-tag.refugees[friends]}\n\nComplications:\t{planetary-tag.refugees[complications]}\n\nThings:\t{planetary-tag.refugees[things]}\n\nPlaces:\t{planetary-tag.refugees[places]}
